会社名,担当者名,メールアドレス,電話番号,URL,業種,ステータス,メモ
ニュー・グリーンピア津南,,,025-765-4611,https://new-greenpia.com/,サウナ・温浴施設,未着手,新潟県
ホテル双葉,,h.futaba@violin.ocn.ne.jp,025-784-3357,http://www.hotel-futaba.com/,サウナ・温浴施設,未着手,新潟県
大観荘 せなみの湯,,,0254-53-2131,http://www.taikanso.senaminoyu.co.jp/,サウナ・温浴施設,未着手,新潟県
アルペンブリック ハネウマヴィレッジ808 3Sジブンサウナ(妙高高原 池の平温泉),,,0255-86-3180,https://www.alpenblick-resort.com/trailer,サウナ・温浴施設,未着手,新潟県
ブナの宿 小会瀬(キャンプ庭 小会瀬の森),,koase@am.wakwak.com,0254-95-3535,http://www.koase.com/,サウナ・温浴施設,未着手,新潟県
-パラディソサウナ-ビーチサイドハウス パラディソ内,,,0254-28-8337,https://www.paradisosauna.com,サウナ・温浴施設,未着手,新潟県
養楽館 延命の湯,,,0258-95-3161,https://www.ogurin-park.com/,サウナ・温浴施設,未着手,新潟県
ぴあパーク とうりんぼ,,info@tourinbo.com,0257-31-8600,http://www.tourinbo.com/,サウナ・温浴施設,未着手,新潟県
海風亭寺泊日本海,,,0258-75-5555,http://teradomari.jp/,サウナ・温浴施設,未着手,新潟県
柵口温泉 権現荘,,,025-568-2201,http://www.gongenso.com/,サウナ・温浴施設,未着手,新潟県
村杉温泉 風雅の宿 長生館,,,0250-66-2111,https://www.chouseikan.co.jp/,サウナ・温浴施設,未着手,新潟県
上越サンプラザホテル,,,025-522-3611,http://www.j-sunplaza.co.jp/,サウナ・温浴施設,未着手,新潟県
旬彩の庄 坂戸城(OYO Ryokan Sakadojo),,front@sakadojo.com,025-773-3333,http://www.sakadojo.com/,サウナ・温浴施設,未着手,新潟県
よもぎひら温泉 和泉屋(月の湯),,,0258-23-2231,http://www.yomogi-izumiya.com/,サウナ・温浴施設,未着手,新潟県
ゆもとや,,yoyaku@yumotoya.co.jp,0256-82-2015,https://yumotoya.co.jp/,サウナ・温浴施設,未着手,新潟県
山古志の宿 あまやちの湯(あまやち会館),,,0258-59-3620,http://amayachi.com/,サウナ・温浴施設,未着手,新潟県
ロイヤルグランピング ～SORAとMORI～,,,,https://sauna-ikitai.stores.jp/,サウナ・温浴施設,未着手,新潟県
松之山温泉スノーパーク,,info-ski@dance.ocn.ne.jp,,http://www.matsunoyama-ski.com/snowcamp/camp-index.html,サウナ・温浴施設,未着手,新潟県
ホテルビジネスイン新潟南,,,025-381-8800,http://binn.jp/,サウナ・温浴施設,未着手,新潟県
ホテルビジネスイン上越,,,025-543-8000,http://binn.jp/,サウナ・温浴施設,未着手,新潟県
柿崎マリンホテル ハマナス,,,025-536-6565,http://www.marine-hamanasu.jp/,サウナ・温浴施設,未着手,新潟県
KKR湯沢ゆきぐに,,,025-784-3424,http://www.kkryuzawa.com/,サウナ・温浴施設,未着手,新潟県
スパ・アルプス,,,076-491-5510,http://www.sauna-alps.com/,サウナ・温浴施設,未着手,富山県
湯屋 FUROBAKKA(フロバッカ),,,0765-56-5026,https://furobakka.com/,サウナ・温浴施設,未着手,富山県
The Hive SAUNA,,info@the-hive.jp,070-8813-6905,https://the-hive.jp/,サウナ・温浴施設,未着手,富山県
Sauna Talo Toyama サウナタロトヤマ,,toyama@yu-iwashita.jp,076-444-0261,https://sauna-talo.jp/,サウナ・温浴施設,未着手,富山県
天然温泉 海王,,,0766-82-7777,http://www.onsen-kaiou.jp/,サウナ・温浴施設,未着手,富山県
天然温泉 風の森,,,0766-92-2626,http://www.tennenonsen-kazenomori.com/,サウナ・温浴施設,未着手,富山県
37BASE,,,0763-82-5570,https://37base.jp/,サウナ・温浴施設,未着手,富山県
SPA BALNAGE(スパ・バルナージュ),,info@granmirage.jp,0765-24-4411,https://granmirage.jp/spa_balnage/,サウナ・温浴施設,未着手,富山県
SAUNA CNOC,,saunacnoc@gmail.com,080-9060-0047,https://linktr.ee/saunacnoc?fbclid=PAZXh0bgNhZW0CMTEAAaZQkXdivh1ZwtauSGoPFj0pVhmmr3JTsltF69RO_3nRUlLpNxQQg0tjwLs_aem_SP7NXFL3QH_V9njgtn_FyQ,サウナ・温浴施設,未着手,富山県
平ふれあい温泉センター ゆ〜楽,,,0763-66-2005,https://twitter.com/Yuraku_Gokayama,サウナ・温浴施設,未着手,富山県
天然温泉 剱の湯 御宿 野乃富山,,inn-nonotoyama@dormy-hotels.com,076-421-5489,http://www.hotespa.net/hotels/nono_toyama/,サウナ・温浴施設,未着手,富山県
おまき温泉スパガーデン和園,,,0763-82-2500,https://www.facebook.com/omakinonzen.waen/,サウナ・温浴施設,未着手,富山県
陽だまりの湯,,,0766-27-8800,http://www.hidamarinoyu.com/,サウナ・温浴施設,未着手,富山県
満天の湯 富山店,,,076-422-5526,http://www.manten-yu.co.jp/toyama/,サウナ・温浴施設,未着手,富山県
舟橋・立山天然温泉 湯めごこち,,info@yumegokochi.co.jp,076-464-2600,http://yumegokochi.co.jp/,サウナ・温浴施設,未着手,富山県
太閤の湯,,,0766-56-2345,http://taikounoyu.jp/,サウナ・温浴施設,未着手,富山県
SAUNA da SAUNA,,otayatomos.takaoka@gmail.com,0766-24-9229,https://otayatomos.jp/,サウナ・温浴施設,未着手,富山県
川合田温泉 サウナ部,,,0763-52-0821,https://kawaidaonsen.jp/,サウナ・温浴施設,未着手,富山県
氷見温泉郷 総湯,,,0766-74-2611,http://himi-banya.jp/onsen/,サウナ・温浴施設,未着手,富山県
ゆ～ゆうランド・花椿,,,0763-64-2288,https://yu-yuuland.com/,サウナ・温浴施設,未着手,富山県
剱の湯 ドーミーイン富山,,inn-toyama@dormy-hotels.com,076-420-0005,http://www.hotespa.net/hotels/toyama/,サウナ・温浴施設,未着手,富山県
満天の湯 魚津店,,,0765-24-4126,http://www.manten-yu.co.jp/uozu/,サウナ・温浴施設,未着手,富山県
金太郎温泉 カルナの館,,,0765-24-1220,http://www.kintarouonsen.co.jp/karuna/,サウナ・温浴施設,未着手,富山県
らくち～の,,,0765-82-0990,https://rakuchi-no.com/,サウナ・温浴施設,未着手,富山県
滑川市民交流プラザ あいらぶ湯,,plaza@bunspo-namerikawa.jp,076-476-5500,http://plaza.bunspo-namerikawa.jp/floor5,サウナ・温浴施設,未着手,富山県
越乃庭,,,0766-44-7739,http://www.koshinoniwa.co.jp/,サウナ・温浴施設,未着手,富山県
GYU-YA VILLA,,,0766-30-9008,https://sauna.gyuya-villa.com/,サウナ・温浴施設,未着手,富山県
辻わくわくランド 貸切サウナ,,,0765-24-7447,https://sauna.tuji-waku.com/,サウナ・温浴施設,未着手,富山県
富山マンテンホテル,,,076-439-0100,https://www.manten-hotel.com/toyama/,サウナ・温浴施設,未着手,富山県
かたかごの湯,,,0766-23-7773,http://katakagonoyu.com/,サウナ・温浴施設,未着手,富山県
楽今日館,,rakkyoukan2800@yahoo.co.jp,076-485-2800,http://www.rakkyokan.com/,サウナ・温浴施設,未着手,富山県
グリーンパーク吉峰 ゆ～ランド,,,076-483-2828,https://www.yoshimine.or.jp/,サウナ・温浴施設,未着手,富山県
アルプスの湯,,info@kamiichimachi-zaidan.jp,076-473-9333,https://kamiichimachi-zaidan.jp/,サウナ・温浴施設,未着手,富山県
みのわテニス村ファミリーハウス温泉,,minowa@bunspo-namerikawa.jp,076-474-1770,http://bunspo-namerikawa.jp/minowa,サウナ・温浴施設,未着手,富山県
氷見・九殿浜温泉 ひみのはな,,,0766-79-1324,http://www.himinohana.jp/,サウナ・温浴施設,未着手,富山県
サ・ワーク,,,0766-54-0234,https://www.sa-work.com/,サウナ・温浴施設,未着手,富山県
黒部・宇奈月温泉 やまのは,,,0765-62-1311,https://www.unazuki-yamanoha.jp/,サウナ・温浴施設,未着手,富山県
五箇山温泉 国民宿舎 五箇山荘,,,0763-66-2316,http://www.gokasansou.com/,サウナ・温浴施設,未着手,富山県
Namerikawa Granvilla Grappa,,,076-474-0081,https://www.toyama-glamping.com/,サウナ・温浴施設,未着手,富山県
呉羽ハイツ,,,076-436-0191,http://www.kureha-heights.jp/,サウナ・温浴施設,未着手,富山県
リバーリトリート雅樂倶,,info@garaku.co.jp,076-467-5550,https://www.garaku.co.jp/,サウナ・温浴施設,未着手,富山県
福島の湯,,,076-454-2052,http://toyama1010.com/toyama-fukushimanoyu.html,サウナ・温浴施設,未着手,富山県
牛岳温泉健康センター,,,076-457-2131,https://ushidake.com/,サウナ・温浴施設,未着手,富山県
庄川清流温泉 となみ野庄川荘,,,0763-82-5111,http://www.shogawaso.jp/,サウナ・温浴施設,未着手,富山県
バーデン明日,,baden@baden.co.jp,0765-78-2525,http://www.baden-akebi.jp/,サウナ・温浴施設,未着手,富山県
神通峡春日温泉 ゆ〜とりあ越中,,,076-467-5000,http://www.yu-toriaettyu.co.jp/contents/access.html,サウナ・温浴施設,未着手,富山県
八尾ゆめの森ゆうゆう館,,uukan@cty8.com,076-454-3330,http://uu-kan.com/,サウナ・温浴施設,未着手,富山県
HOTELelLle ホテルエル,,,076-432-9778,https://www.hotel-ellle.com/,サウナ・温浴施設,未着手,富山県
桜ヶ池クアガーデン,,,0763-62-8181,https://www.sakuragaike.co.jp/,サウナ・温浴施設,未着手,富山県
天竺温泉の郷,,,0763-68-8400,http://www.tenjiku-onsen.com/,サウナ・温浴施設,未着手,富山県
高岡マンテンホテル駅前,,,0766-27-0100,https://www.manten-hotel.com/takaoka/,サウナ・温浴施設,未着手,富山県
ウィンディ,,,076-468-3333,http://www.windy.cc/,サウナ・温浴施設,未着手,富山県
メルキュール富山砺波リゾート&スパ,,micesales@drhm.jp,0763-37-2000,https://mercure-toyamatonami-resortandspa.jp/,サウナ・温浴施設,未着手,富山県
つるぎ 恋月,,front@tsurugi-koizuki.com,076-472-6333,http://www.tsurugi-koizuki.com/,サウナ・温浴施設,未着手,富山県
いなみ交流館ラフォーレ,,,0763-82-8900,http://adachi-kensetsu.biz/publics/index/27/,サウナ・温浴施設,未着手,富山県
グランヴィリオホテル宇奈月温泉,,,050-5211-5770,https://www.route-inn.co.jp/hotel_list/toyama/index_hotel_id_705/,サウナ・温浴施設,未着手,富山県
立山国際ホテル,,,076-481-1111,http://www.tatekoku.com/,サウナ・温浴施設,未着手,富山県
ホテル スパイラル,,,076-451-1131,https://toy-spiral.com/,サウナ・温浴施設,未着手,富山県
ゴルフ倶楽部 ゴールドウイン,,pr@goldwin.co.jp,0766-61-3000,https://corp.goldwin.co.jp/gcg/,サウナ・温浴施設,未着手,富山県
HOTEL GRACE(ホテル グレース),,,076-493-1117,http://www.mat-hotels.com/grace/index.php,サウナ・温浴施設,未着手,富山県
千羽平ゴルフクラブ,,,0766-61-4341,https://rfgr.jp/senbadaira/,サウナ・温浴施設,未着手,富山県
天然温泉リラックスパーク テルメ金沢,,,076-269-2211,https://www.terume.net/,サウナ・温浴施設,未着手,石川県
源泉掛け流し しあわせの湯,,,076-248-1126,http://shiawasenoyu.co.jp/,サウナ・温浴施設,未着手,石川県
天然温泉 加賀の宝泉 御宿 野乃金沢,,inn-nonokanazawa@dormy-hotels.com,076-223-5489,https://www.hotespa.net/hotels/nono_kanazawa/,サウナ・温浴施設,未着手,石川県
金沢ゆめのゆ,,,076-204-2626,https://yumenoyu.net/kanazawa/,サウナ・温浴施設,未着手,石川県
LINNAS Kanazawa Kuumus,,,,https://www.linnashotels.com/,サウナ・温浴施設,未着手,石川県
SAUNA HAKUSAN(サウナはくさん),,,,https://sauna-ikitai.com/saunas/77997,サウナ・温浴施設,未着手,石川県
満天の湯 金沢店,,,,https://sauna-ikitai.com/saunas/1132,サウナ・温浴施設,未着手,石川県
和おんの湯,,,,https://sauna-ikitai.com/saunas/1107,サウナ・温浴施設,未着手,石川県
アパスパ金沢駅前(アパホテル金沢駅前),,,076-231-8111,https://www.apahotel.com/spa/kanazawa-ekimae/?utm_source=google&amp;utm_medium=maps,サウナ・温浴施設,未着手,石川県
森のサウナ 山紫水明【一里野高原ホテル ろあん 施設内】,,,076-256-7141,https://ichirino.jp/blog/sauna/,サウナ・温浴施設,未着手,石川県
満天の湯 白山インター店,,,076-216-0100,http://www.manten-yu.co.jp/,サウナ・温浴施設,未着手,石川県
大江戸温泉物語Premium よしのや依緑園,,,0570-550-078,https://www.ooedoonsen.jp/yoshinoyairokuen/,サウナ・温浴施設,未着手,石川県
ほっとらんどNANAO,,,0767-57-3988,http://hotland-n.com/,サウナ・温浴施設,未着手,石川県
湯来楽 内灘店,,,076-287-2611,https://yurara-uchinada.jp/,サウナ・温浴施設,未着手,石川県
極楽湯 金沢野々市店,,sendmail@gokurakuyu.ne.jp,076-294-2641,http://www.gokurakuyu.ne.jp/gokurakuyu/tempo/nonoichi/,サウナ・温浴施設,未着手,石川県
松任海浜温泉 おつかりさま,,,076-274-5520,http://www.hakusan-spa.com/,サウナ・温浴施設,未着手,石川県
森の栖 リゾート&スパ,,,0761-77-0150,http://morinosumika.jp/,サウナ・温浴施設,未着手,石川県
大桑おんま温泉 楽ちんの湯,,,076-245-1126,http://www.rakuchinnoyu.com/,サウナ・温浴施設,未着手,石川県
TAKIGAHARA SAUNA,,,0761-46-5621,https://takigahara.com/sauna/,サウナ・温浴施設,未着手,石川県
ピュア涌泉寺,,,0761-47-4100,https://pyuayuusenzi.com,サウナ・温浴施設,未着手,石川県
FILL&,,,076-259-6555,https://filland.jp,サウナ・温浴施設,未着手,石川県
加賀ゆめのゆ,,,0761-74-0126,https://yumenoyu.net/,サウナ・温浴施設,未着手,石川県
川北町役場 ふれあい健康センター,,,076-277-1110,http://www.town.kawakita.ishikawa.jp/seikatsu2/fureai.html,サウナ・温浴施設,未着手,石川県
山代温泉 ゆのくに天祥,,,0761-77-1234,https://yunokunitensyo.jp/,サウナ・温浴施設,未着手,石川県
金沢マンテンホテル駅前,,,076-265-0100,https://www.manten-hotel.com/kanazawa/smart/,サウナ・温浴施設,未着手,石川県
ひょっこり温泉 島の湯,,,0767-84-0033,http://user.notojima.jp/shimanoyu/top.html,サウナ・温浴施設,未着手,石川県
ユーフォリア千里浜,,,0767-22-9000,http://www.hakui.ne.jp/euphoria/,サウナ・温浴施設,未着手,石川県
白鷺湯たわらや,,example@sample.com,0761-78-1321,http://www.tawaraya.co.jp/,サウナ・温浴施設,未着手,石川県
アクアパーク シ・オン,,,0767-32-8555,http://www.shi-on.jp/,サウナ・温浴施設,未着手,石川県
里湯ちりはま,,,0767-28-5535,https://www.hodatsushimizu.jp/kanko/kanko/2/1462.html,サウナ・温浴施設,未着手,石川県
エイトポイントイン金沢,,,076-222-5851,https://www.8pointinn.com/,サウナ・温浴施設,未着手,石川県
山代温泉 みやびの宿 加賀百万石,,info@kaga-hyakumangoku.jp,0761-77-0200,https://www.kaga-hyakumangoku.jp/,サウナ・温浴施設,未着手,石川県
泉龍温泉,,,0761-23-5100,https://sauna-ikitai.stores.jp/,サウナ・温浴施設,未着手,石川県
ホテルアローレ,,,0761-75-8000,http://www.arrowle.co.jp/,サウナ・温浴施設,未着手,石川県
美川温泉 やすまる(安産)の湯,,,076-259-6218,http://www.yasumaru-onsen.jp/,サウナ・温浴施設,未着手,石川県
大江戸温泉物語Premium 山中グランドホテル,,,0570-550-178,https://www.ooedoonsen.jp/yamanaka-gh/,サウナ・温浴施設,未着手,石川県
湯快リゾート 山中温泉 花・彩朝楽,,,0570-550-078,https://yukai-r.jp/hana-saichoraku/,サウナ・温浴施設,未着手,石川県
【休業中】加賀屋,,,0767-62-1111,http://www.kagaya.co.jp/,サウナ・温浴施設,未着手,石川県
TAOYA和倉(湯快リゾートプレミアム 和倉温泉 金波荘),,,0570-550-178,https://yukai-r.jp/kinpaso/,サウナ・温浴施設,未着手,石川県
温泉旅館 輪島 ねぶた温泉 海游 能登の庄,,wajimafukkouproject@yahoo.co.jp,0768-22-0213,http://www.notonosho.co.jp/,サウナ・温浴施設,未着手,石川県
里山健康学校せせらぎの郷,,info@k-seseragi.com,0761-46-1919,https://www.k-seseragi.com/,サウナ・温浴施設,未着手,石川県
ちりはま ホテルゆ華,,,0767-22-7500,https://www.hotel-yubana.com/,サウナ・温浴施設,未着手,石川県
金沢白鳥路 ホテル山楽,,,076-222-1212,https://sanraku.premierhotel-group.com/kanazawa/,サウナ・温浴施設,未着手,石川県
PEACE ライダーズマリンベース,,,0768-74-0566,http://www.tomi3peace.com/,サウナ・温浴施設,未着手,石川県
ザ・スクエアホテル 金沢,,,076-221-2611,https://www.the-squarehotel.com/skz/,サウナ・温浴施設,未着手,石川県
能登九十九湾 百楽荘,,,0768-74-1115,http://www.100raku.com/,サウナ・温浴施設,未着手,石川県
【休業中】能登七見健康福祉の郷 なごみ,,,0768-67-8200,http://noto-tourism.com/tennis/nagomi.html,サウナ・温浴施設,未着手,石川県
大江戸温泉物語    山代彩朝楽,,,0570-550-078,https://yukai-r.jp/saichoraku/,サウナ・温浴施設,未着手,石川県
みどりの宿 萬松閣,,info@bansyoukaku.co.jp,0761-77-1515,http://www.bansyoukaku.co.jp/,サウナ・温浴施設,未着手,石川県
日本の宿 のと楽,,,0767-62-3131,http://www.notoraku.co.jp/,サウナ・温浴施設,未着手,石川県
バードハミング鳥越(弘法の湯),,,076-254-2110,http://www.hakusan-spa.com/c6033.html,サウナ・温浴施設,未着手,石川県
志賀町 とぎ地域福祉センター ますほの湯,,,0767-42-2020,http://www.shika-sjc.or.jp/service/fukushi02/,サウナ・温浴施設,未着手,石川県
健康ハウス憩,,nakanoto.syakyou@tiara.ocn.ne.jp,0767-72-3970,https://www.town.nakanoto.ishikawa.jp/health_welfare/2/1/1919.html,サウナ・温浴施設,未着手,石川県
ラブロ恋路,,info@lovero-koiji.jp,0768-72-1234,https://www.lovero-koiji.jp/,サウナ・温浴施設,未着手,石川県
葉渡莉,,mail@dummy.co.jp,0761-77-8200,http://hatori.jp/,サウナ・温浴施設,未着手,石川県
国民宿舎 能登うしつ荘,,ushitsusou@noto-fureai.jp,0768-62-2295,http://ushitusou.jp/,サウナ・温浴施設,未着手,石川県
和倉温泉 多田屋 WAKURAONSEN TADAYA,,,0767-62-3434,https://tadaya.net/,サウナ・温浴施設,未着手,石川県
輪島温泉 ホテルこうしゅうえん,,,0120-232-432,https://www.hmi-ryokan.jp/koshuen/,サウナ・温浴施設,未着手,石川県
吉祥やまなか,,,0761-78-5656,http://www.kissho-yamanaka.com/,サウナ・温浴施設,未着手,石川県
虹と海,,info@oooooo.co.jp,0767-62-8888,http://www.nijitoumi.jp/,サウナ・温浴施設,未着手,石川県
ダイヤモンド片山津温泉ソサエティ,,,0761-74-3321,https://www.diamond-s.co.jp/katayamazu/,サウナ・温浴施設,未着手,石川県
山中温泉 河鹿荘,,,0761-76-5380,https://www.yamanaka-kajikaso.com/?utm_source=google&amp;utm_medium=gbp&amp;utm_campaign=gbp_kajikaso,サウナ・温浴施設,未着手,石川県
木ノ浦ビレッジ,,info@kinoura-village.com,0768-86-2014,https://kinoura-village.localinfo.jp/,サウナ・温浴施設,未着手,石川県
金沢セントラルカントリー倶楽部,,,076-251-0011,http://reserve.accordiagolf.com/golfLinkCourseDetail/?gid=105,サウナ・温浴施設,未着手,石川県
能登カントリークラブ,,info@notocc.com,0767-28-3155,http://www.notocc.com/,サウナ・温浴施設,未着手,石川県
片山津ゴルフ倶楽部 片山津ゴルフ場,,,0761-74-0810,http://www.katayamazugc.co.jp/,サウナ・温浴施設,未着手,石川県
加賀 山代温泉 ホテルききょう,,info@e-kikyou.com,0761-76-1130,https://www.e-kikyou.com/,サウナ・温浴施設,未着手,石川県
宿守屋寿苑,,info@yadojuen.co.jp,0767-62-3322,http://www.yadojuen.co.jp/,サウナ・温浴施設,未着手,石川県
Royal Hotel 能登,,,0767-32-3111,http://www.daiwaresort.jp/noto/index.html/,サウナ・温浴施設,未着手,石川県
小松カントリークラブ,,,0761-43-3030,http://www.komatsu-cc.co.jp/,サウナ・温浴施設,未着手,石川県
ゆけむり温泉 ゆ〜遊,,,0776-34-7770,http://onsen-yuyu.com/,サウナ・温浴施設,未着手,福井県
越のゆ 鯖江店,,sabae@yu-iwashita.jp,0778-52-7191,http://www.yu-iwashita.jp/sabae/,サウナ・温浴施設,未着手,福井県
余熱館 ささおか,,yonetsukan@yu-iwashita.jp,0776-74-2221,https://yonetsukan-sasaoka.jp,サウナ・温浴施設,未着手,福井県
天然温泉コミュニティリゾート リライム,,,0776-52-5400,http://www.relaim.co.jp/,サウナ・温浴施設,未着手,福井県
Umitoma Ocean View Resort Echizen,,info@umitoma.com,050-1792-2210,https://umitoma.com/,サウナ・温浴施設,未着手,福井県
越のゆ 福井店,,fukui@yu-iwashita.jp,0776-53-0261,http://www.yu-iwashita.jp/fukui/,サウナ・温浴施設,未着手,福井県
極楽湯 福井店,,sendmail@gokurakuyu.ne.jp,0776-53-4126,http://www.gokurakuyu.ne.jp/tempo/fukui/,サウナ・温浴施設,未着手,福井県
かわだ温泉 ラポーゼ かわだ,,,0778-65-0012,https://www.lapause.jp/spa/,サウナ・温浴施設,未着手,福井県
濱の湯,,,0770-53-4126,https://hamanoyu.biz/,サウナ・温浴施設,未着手,福井県
三国温泉ゆあぽーと,,yourport@yu-iwashita.jp,0776-82-7070,https://yourport.biz/,サウナ・温浴施設,未着手,福井県
セントピアあわら,,saintpia@yu-iwashita.jp,0776-78-4126,https://www.awara-saintpia.jp,サウナ・温浴施設,未着手,福井県
しきぶ温泉 湯楽里,,,0778-25-7800,http://yurari-yu.jp/,サウナ・温浴施設,未着手,福井県
勝山温泉センター 水芭蕉,,sample@mizubasyo.jp,0779-87-1507,http://mizubasyo.jp/,サウナ・温浴施設,未着手,福井県
花の湯,,,0776-35-8739,http://www.hanano-yu.com/,サウナ・温浴施設,未着手,福井県
越前温泉 漁火,,,0778-37-2360,https://www.echizenkk.jp/,サウナ・温浴施設,未着手,福井県
古民家サウナ ととの居,,,090-8703-4430,https://totonoi-fukui.com/,サウナ・温浴施設,未着手,福井県
敦賀きらめき温泉 リラ・ポート,,example@relaport.jp,0770-24-1126,https://www.relaport.jp/,サウナ・温浴施設,未着手,福井県
天然温泉 若狭の湯 ドーミーイン敦賀,,inn-tsuruga@dormy-hotels.com,0770-37-5489,https://dormy-hotels.com/dormyinn/hotels/tsuruga/?utm_source=google&amp;utm_medium=gbp&amp;utm_campaign=gbpurl,サウナ・温浴施設,未着手,福井県
いきいきプラザ 霞の郷温泉,,kasumi@yu-iwashita.jp,0776-68-5050,https://kasuminosato.com/,サウナ・温浴施設,未着手,福井県
大野市健康保養施設あっ宝んど,,attakaland@yu-iwashita.jp,0779-66-7900,http://www.yu-iwashita.jp/attakaland/,サウナ・温浴施設,未着手,福井県
あわら温泉 グランディア芳泉,,,0776-77-2555,http://www.g-housen.co.jp/,サウナ・温浴施設,未着手,福井県
福井マンテンホテル駅前,,,0776-20-0100,http://fukui.manten-hotel.com/,サウナ・温浴施設,未着手,福井県
永平寺温泉 禅の里,,,0776-64-3510,http://onsen-zennosato.com/,サウナ・温浴施設,未着手,福井県
花はす温泉 そまやま,,,0778-47-3368,http://www.hanahasu.jp,サウナ・温浴施設,未着手,福井県
越前糸生温泉 泰澄の杜,,contact@mysite.com,0778-34-2322,http://taichou-no-mori.jp/,サウナ・温浴施設,未着手,福井県
みかた温泉きららの湯,,,0770-45-1126,https://kiraranoyu.net/,サウナ・温浴施設,未着手,福井県
オーシャンリゾートホテル&スパ うみんぴあ,,,0770-77-3710,https://hotel-uminpia.jp/pages/spa,サウナ・温浴施設,未着手,福井県
越前水仙の里 波の華温泉,,sample@naminohana-onsen.jp,0776-89-7387,https://naminohana-onsen.jp/,サウナ・温浴施設,未着手,福井県
大江戸温泉物語 Premium 青雲閣,,,0570-550-078,https://yukai-r.jp/seiunkaku/onsen/,サウナ・温浴施設,未着手,福井県
九頭竜温泉平成の湯,,,0779-78-2910,https://heiseinoyu.com/,サウナ・温浴施設,未着手,福井県
福井アカデミアホテル,,,0776-29-1020,http://www.fukui-academia.com/,サウナ・温浴施設,未着手,福井県
生きがい交流センター(健康の森温泉),,,0776-98-5801,http://fkenkan.or.jp/living/hot-spring.html,サウナ・温浴施設,未着手,福井県
河野シーサイド温泉ゆうばえ,,,0778-48-2388,https://www.instagram.com/yuubaeonsen/,サウナ・温浴施設,未着手,福井県
あおぞらサウナ古民家店,,,,https://www.instagram.com/aozorasauna_kominka/?locale=ja_JP,サウナ・温浴施設,未着手,福井県
天然温泉 佐野温泉 福の湯,,,0776-83-1929,http://sanoonsen.jp/,サウナ・温浴施設,未着手,福井県
敦賀マンテンホテル駅前,,,0770-25-0100,https://www.manten-hotel.com/tsuruga/smart/,サウナ・温浴施設,未着手,福井県
まつや千千,,,0776-77-2560,http://www.matuyasensen.co.jp/,サウナ・温浴施設,未着手,福井県
すずらん(新日本海フェリー),,,0770-23-2223,http://www.snf.jp/sp/,サウナ・温浴施設,未着手,福井県
三六温泉 神明苑,,,0778-52-5165,https://shinmeien.net/,サウナ・温浴施設,未着手,福井県
大江戸温泉物語 あわら,,,0570-041-262,http://awara.ooedoonsen.jp/?utm_source=Google_My_Business&amp;utm_campaign=GMB_awara&amp;utm_medium=Google_My_Business,サウナ・温浴施設,未着手,福井県
トロン温浴施設 うらら館,,,0779-67-7007,http://toronnonnyokuurarakann.co.jp/,サウナ・温浴施設,未着手,福井県
waku terrace,,,,https://waku-terrace.com/,サウナ・温浴施設,未着手,福井県
四季彩の宿 花椿,,info@oooooo.co.jp,0770-53-2001,http://www.urban-port.jp/hanatsubaki/,サウナ・温浴施設,未着手,福井県
けんこうスポーツセンター(ふくい健康の森),,,0776-98-8020,http://fkenkan.or.jp/sports/,サウナ・温浴施設,未着手,福井県
らいらっく(新日本海フェリー),,,0770-23-2222,http://www.snf.jp/,サウナ・温浴施設,未着手,福井県
料理旅館 平成,,,0778-39-1221,http://www.ryokanheisei.co.jp/,サウナ・温浴施設,未着手,福井県
ゴールド福井カントリークラブ,,,0776-98-4100,http://www.goldgolf.co.jp/,サウナ・温浴施設,未着手,福井県
ぐらばあ亭,,,0776-77-7333,http://awaraonsengurabatei.jp/,サウナ・温浴施設,未着手,福井県
ホテル赤星亭,,sample@mail.com,0778-22-3230,http://akaboshitei.com/,サウナ・温浴施設,未着手,福井県
扇屋旅館,,,0779-65-5858,http://echizenoono-oogiya.com/,サウナ・温浴施設,未着手,福井県
ホテルマウント富士,,abcdefg@mtfuji-hotel.com,0555-62-2111,https://www.mtfuji-hotel.com/,サウナ・温浴施設,未着手,山梨県
山梨泊まれる温泉 より道の湯,,wayshotel@wpc-ways.co.jp,0554-56-8600,http://yorimichinoyu.jp/,サウナ・温浴施設,未着手,山梨県
FOLKWOOD SAUNA,,,0551-37-4130,https://folkwood-camp.com/,サウナ・温浴施設,未着手,山梨県
ふじやま温泉,,,0555-22-1126,http://www.fujiyamaonsen.jp/,サウナ・温浴施設,未着手,山梨県
河口湖 ホテル 桜庵,,,0555-83-5555,http://sakuraan.net/,サウナ・温浴施設,未着手,山梨県
秋山温泉,,info@akiyamaonsen.com,0554-56-2611,http://www.akiyamaonsen.com/,サウナ・温浴施設,未着手,山梨県
石和健康ランド,,,055-263-7111,http://www.kur-hotel.co.jp/isawa/,サウナ・温浴施設,未着手,山梨県
富士眺望の湯 ゆらり,,yurari@fujikanko.co.jp,0555-85-3126,https://www.fuji-yurari.jp/,サウナ・温浴施設,未着手,山梨県
88PEAKS,,,070-1511-1616,https://88peaks.com,サウナ・温浴施設,未着手,山梨県
湯殿館,,takenori.m@sky.plala.or.jp,055-274-2626,http://www.yudenkan.com/,サウナ・温浴施設,未着手,山梨県
みはらしの丘 みたまの湯,,,055-272-2641,http://www.mitamanoyu.jp/,サウナ・温浴施設,未着手,山梨県
